5.351766e+03	2.317489e+00	6.757504e+00	6.632750e+00	2.288074e+00	2.975649e+00	2.840792e+00	4.189964e+00	2.178853e+00	6.868678e+00	9.293372e+00	1.959029e+00	3.523939e+00	2.663351e+00	5.105202e+00	4.315104e+00	1.638629e+00	4.211077e+00	8.797597e+00	8.927803e+00	2.409358e+00	5.221278e+00	9.975271e+00	5.579704e+00	4.021965e+00	2.872328e+00	8.465676e+00	8.123019e+00	8.630769e+00	6.871084e+00	8.820964e+00	4.169636e+00	9.182958e+00	7.913636e+00	2.432826e+00	7.777252e+00	8.700408e+00	8.717460e+00	8.891254e+00	4.682426e+00	8.054310e+00	7.152622e+00	4.198959e+00	6.713444e+00	5.246128e+00	3.219542e+00	9.061694e+00	2.501719e+00	8.249795e+00	6.677845e+00	6.897239e+00	3.590144e+00	2.302348e+00	2.865068e+00	2.966946e+00	1.455772e+00	3.666286e+00	5.725796e+00	4.970470e+00	2.098825e+00	4.176402e+00	2.250530e+00	8.856140e+00	1.547413e+00	8.772828e+00	2.469881e+00	7.251625e+00	1.938691e+00	7.416754e+00	1.154606e+00	5.017922e+00	4.392694e+00	6.770714e+00	2.685171e+00	7.048104e+00	1.845529e+00	3.775651e+00	7.526093e+00	5.872640e+00	9.705566e+00	9.339627e+00	6.878605e+00	8.850270e+00	4.190468e+00	7.119532e+00	4.562886e+00	2.494628e+00	7.795311e+00	3.412302e+00	8.561113e+00	3.078914e+00	8.458372e+00	2.362373e+00	3.287782e+00	6.581294e+00	7.152461e+00	7.998518e+00	4.027666e+00	3.199662e+00	6.790774e+00
9.512013e+00	5.293360e+03	5.838992e+00	4.815124e+00	4.807270e+00	1.336358e+00	4.379847e+00	6.908903e+00	9.173646e+00	1.037411e+00	3.978049e+00	1.820080e+00	1.680072e+00	3.011277e+00	1.276393e+00	5.777733e+00	6.053720e+00	8.090523e+00	4.624132e+00	7.853838e+00	7.719808e+00	7.255943e+00	8.075622e+00	9.327957e+00	6.197357e+00	6.769516e+00	8.738112e+00	6.366996e+00	5.541031e+00	3.660411e+00	4.029986e+00	4.650472e+00	9.634770e+00	5.531529e+00	3.686358e+00	4.227824e+00	2.257779e+00	4.000224e+00	2.472504e+00	3.828616e+00	5.735068e+00	2.410638e+00	1.638634e+00	3.459362e+00	5.092847e+00	8.413216e+00	4.794987e+00	3.304580e+00	4.150857e+00	7.844022e+00	7.530376e+00	2.976209e+00	5.966538e+00	1.538790e+00	7.215496e+00	8.310661e+00	3.381151e+00	8.867781e+00	7.004743e+00	7.867632e+00	8.399724e+00	1.682429e+00	3.859579e+00	3.080494e+00	1.890761e+00	4.161442e+00	8.802482e+00	5.922871e+00	9.654780e+00	8.496655e+00	5.916323e+00	2.991772e+00	1.250462e+00	4.073611e+00	8.266345e+00	2.796745e+00	1.698427e+00	1.975669e+00	6.383007e+00	7.922641e+00	3.818195e+00	7.622872e+00	3.539389e+00	1.434427e+00	2.237276e+00	5.588319e+00	7.701817e+00	4.763264e+00	6.122751e+00	6.576249e+00	6.138697e+00	8.036853e+00	9.387599e+00	4.575181e+00	9.140815e+00	7.046488e+00	9.367107e+00	8.769481e+00	1.280638e+00	3.510556e+00
3.797334e+00	7.958277e+00	5.343852e+03	8.665096e+00	3.773044e+00	1.983494e+00	1.819203e+00	6.052922e+00	3.454949e+00	7.119257e+00	9.406563e+00	7.383255e+00	3.832011e+00	3.774042e+00	9.245780e+00	5.057726e+00	3.312554e+00	4.174773e+00	7.785869e+00	3.062510e+00	2.185023e+00	6.965587e+00	1.242515e+00	5.698180e+00	5.310773e+00	2.182341e+00	7.256961e+00	7.212411e+00	1.593807e+00	6.512760e+00	1.395218e+00	2.662686e+00	9.568126e+00	9.353839e+00	7.674492e+00	1.578715e+00	4.581760e+00	9.932074e+00	2.367251e+00	6.088820e+00	6.033875e+00	1.141231e+00	9.418898e+00	5.436799e+00	7.173774e+00	7.102237e+00	3.849412e+00	4.812543e+00	5.161972e+00	7.064412e+00	1.456694e+00	4.272330e+00	6.323572e+00	5.497494e+00	8.378703e+00	1.472955e+00	4.416624e+00	6.069391e+00	9.018885e+00	1.346870e+00	1.364850e+00	3.722744e+00	8.760166e+00	2.370360e+00	9.892656e+00	5.025251e+00	7.355726e+00	9.798427e+00	4.631557e+00	4.828724e+00	6.225329e+00	6.448683e+00	4.868503e+00	2.507310e+00	8.058679e+00	1.755953e+00	8.553925e+00	5.108529e+00	2.237904e+00	8.220173e+00	1.127920e+00	8.118563e+00	5.717710e+00	9.267038e+00	4.545364e+00	2.362513e+00	8.599916e+00	6.736825e+00	2.585765e+00	3.035089e+00	9.031334e+00	1.606706e+00	8.918578e+00	4.153016e+00	7.116646e+00	7.669687e+00	7.858736e+00	5.774327e+00	7.624081e+00	2.329238e+00
1.120214e+00	3.735387e+00	3.789826e+00	5.457348e+03	7.849408e+00	4.379860e+00	3.812799e+00	9.160583e+00	1.778825e+00	7.383089e+00	9.194308e+00	9.166093e+00	9.385059e+00	3.223254e+00	7.645608e+00	2.102932e+00	9.870378e+00	5.294189e+00	7.117869e+00	2.157936e+00	1.506115e+00	3.942105e+00	3.728442e+00	9.051415e+00	1.859117e+00	8.072855e+00	8.894470e+00	1.302198e+00	6.793436e+00	6.342519e+00	1.519436e+00	9.835505e+00	1.154154e+00	2.460911e+00	4.732386e+00	7.455855e+00	8.475724e+00	2.180519e+00	6.404200e+00	1.999625e+00	3.228511e+00	2.903407e+00	6.924993e+00	4.419875e+00	8.122886e+00	2.489300e+00	1.298798e+00	3.219842e+00	2.540824e+00	8.855529e+00	5.684454e+00	7.182081e+00	9.174368e+00	4.524222e+00	2.228177e+00	4.248427e+00	3.366121e+00	6.367302e+00	8.735339e+00	5.429589e+00	3.897543e+00	9.487037e+00	2.457761e+00	9.448838e+00	3.269650e+00	7.275818e+00	4.888230e+00	8.625083e+00	7.638712e+00	8.576052e+00	6.002193e+00	5.472858e+00	3.541420e+00	7.043598e+00	3.652447e+00	1.205864e+00	8.895849e+00	2.147694e+00	6.106056e+00	7.360751e+00	3.683685e+00	9.936606e+00	1.766248e+00	1.736427e+00	3.869469e+00	7.391246e+00	5.386296e+00	9.574836e+00	7.241713e+00	2.279527e+00	3.432398e+00	9.910110e+00	4.890740e+00	5.578151e+00	7.431394e+00	4.405650e+00	7.505962e+00	9.159157e+00	9.767512e+00	6.971530e+00
8.725377e+00	6.258435e+00	5.026349e+00	7.672636e+00	5.418134e+03	2.968284e+00	1.209216e+00	8.304777e+00	5.311182e+00	2.509499e+00	6.693716e+00	8.286469e+00	4.328459e+00	9.962154e+00	5.805178e+00	4.739257e+00	9.396871e+00	5.179733e+00	3.227079e+00	9.171995e+00	9.120059e+00	2.933985e+00	5.317144e+00	7.674787e+00	8.568428e+00	1.923922e+00	6.855888e+00	4.063977e+00	1.775013e+00	3.281483e+00	7.313395e+00	7.458083e+00	5.170002e+00	8.281044e+00	6.948681e+00	6.902219e+00	5.259073e+00	8.029740e+00	8.029068e+00	4.447195e+00	2.734380e+00	3.961508e+00	5.659858e+00	7.147206e+00	5.675982e+00	3.191142e+00	5.785181e+00	9.409490e+00	1.474637e+00	5.891929e+00	7.129975e+00	9.186333e+00	1.136462e+00	2.699115e+00	5.880242e+00	1.748460e+00	5.747047e+00	6.602169e+00	7.925354e+00	3.183527e+00	2.043997e+00	6.136768e+00	9.851072e+00	2.529074e+00	1.366954e+00	7.626403e+00	3.323269e+00	3.088164e+00	4.133383e+00	4.049793e+00	8.935757e+00	8.427305e+00	5.569179e+00	7.212430e+00	4.782918e+00	3.795351e+00	4.627412e+00	2.369294e+00	7.478440e+00	3.742625e+00	5.871038e+00	3.035061e+00	6.307982e+00	1.105896e+00	4.035461e+00	4.939426e+00	5.229168e+00	9.397853e+00	3.381901e+00	4.832353e+00	2.689625e+00	8.214076e+00	4.216621e+00	8.026544e+00	5.592981e+00	9.122951e+00	3.792646e+00	9.321690e+00	1.098848e+00	4.211891e+00
3.246915e+00	4.152963e+00	2.943992e+00	6.127852e+00	9.495256e+00	5.311233e+03	5.259070e+00	4.564894e+00	4.569030e+00	5.333254e+00	3.507728e+00	4.656123e+00	1.579289e+00	3.469625e+00	7.415505e+00	8.189530e+00	5.292638e+00	6.572200e+00	7.676916e+00	8.048893e+00	2.175567e+00	5.019700e+00	9.749633e+00	3.568732e+00	2.034597e+00	6.455909e+00	2.192435e+00	6.374439e+00	2.205819e+00	1.019538e+00	1.273106e+00	9.751375e+00	6.433549e+00	8.173886e+00	2.516639e+00	8.574392e+00	6.458792e+00	1.462654e+00	8.914725e+00	6.105403e+00	1.836318e+00	3.760394e+00	4.364080e+00	5.605863e+00	4.696938e+00	7.286982e+00	1.104923e+00	3.132820e+00	6.787500e+00	4.935365e+00	8.897896e+00	3.827703e+00	4.809398e+00	8.032892e+00	9.612505e+00	3.695418e+00	4.674159e+00	6.781654e+00	6.382744e+00	1.432954e+00	6.308920e+00	6.783915e+00	2.023320e+00	9.368530e+00	1.833566e+00	1.182494e+00	9.311357e+00	8.483611e+00	4.376324e+00	4.525834e+00	9.127539e+00	7.974169e+00	2.298754e+00	7.507094e+00	9.494690e+00	6.338405e+00	5.346964e+00	7.254547e+00	8.903775e+00	6.645296e+00	6.219251e+00	2.529544e+00	6.826063e+00	6.147085e+00	9.924937e+00	2.149171e+00	5.881979e+00	5.406431e+00	6.188656e+00	1.218045e+00	6.021896e+00	9.353831e+00	6.958373e+00	9.436165e+00	3.104855e+00	2.314373e+00	3.355840e+00	2.259477e+00	1.115215e+00	5.401957e+00
4.411863e+00	6.886957e+00	4.667614e+00	5.035128e+00	9.613293e+00	2.347165e+00	5.323555e+03	2.752787e+00	3.523150e+00	1.000331e+00	2.821332e+00	8.640710e+00	4.707357e+00	7.531361e+00	9.534580e+00	5.785863e+00	9.338473e+00	8.486075e+00	9.208626e+00	4.439804e+00	1.890086e+00	3.475594e+00	4.400304e+00	8.501870e+00	7.995281e+00	5.248523e+00	9.175933e+00	6.703858e+00	3.470266e+00	6.410401e+00	2.849191e+00	4.414681e+00	2.651050e+00	7.856305e+00	2.185546e+00	7.195375e+00	5.427747e+00	8.034383e+00	3.673622e+00	2.870506e+00	1.144824e+00	4.709853e+00	3.599126e+00	5.085985e+00	2.670121e+00	6.038063e+00	9.353376e+00	5.563980e+00	2.866115e+00	8.160622e+00	9.989468e+00	3.862808e+00	8.484240e+00	9.629512e+00	3.206024e+00	7.418877e+00	1.589845e+00	5.035811e+00	6.694082e+00	5.399883e+00	7.006928e+00	2.490756e+00	2.366389e+00	8.853734e+00	3.221523e+00	5.675451e+00	4.802289e+00	2.745090e+00	3.980944e+00	1.751072e+00	7.176016e+00	5.995164e+00	9.391116e+00	7.685320e+00	9.456176e+00	4.582670e+00	9.553366e+00	8.962371e+00	6.700998e+00	6.648381e+00	1.395548e+00	9.320091e+00	6.296839e+00	6.172483e+00	6.689279e+00	9.149881e+00	7.249171e+00	3.173388e+00	2.270182e+00	6.496356e+00	1.638790e+00	3.590445e+00	3.260430e+00	4.869791e+00	3.813835e+00	1.237967e+00	6.563003e+00	1.944273e+00	1.470035e+00	1.042355e+00
6.634395e+00	9.230881e+00	3.244231e+00	1.335643e+00	9.283312e+00	3.700417e+00	6.950450e+00	5.053603e+03	4.694436e+00	2.971682e+00	9.479113e+00	4.131021e+00	1.804649e+00	4.901532e+00	3.177891e+00	2.698613e+00	5.409579e+00	2.377563e+00	1.404505e+00	8.985583e+00	7.747577e+00	9.408119e+00	5.137860e+00	6.614206e+00	4.499575e+00	2.182481e+00	1.266346e+00	2.523418e+00	2.777920e+00	5.740131e+00	3.028637e+00	3.311215e+00	4.295436e+00	5.795245e+00	8.773554e+00	9.382681e+00	4.681129e+00	1.794178e+00	8.461190e+00	7.990735e+00	3.900341e+00	7.416261e+00	5.381958e+00	1.047420e+00	3.544465e+00	1.484872e+00	5.726140e+00	2.076709e+00	7.202741e+00	1.081755e+00	8.202329e+00	6.777881e+00	1.328899e+00	4.149730e+00	2.623572e+00	5.940948e+00	6.575780e+00	6.203549e+00	5.799345e+00	2.834575e+00	1.249587e+00	8.795786e+00	3.262805e+00	9.699740e+00	1.024144e+00	4.352272e+00	8.931905e+00	1.188619e+00	7.216906e+00	7.501230e+00	4.441354e+00	1.764188e+00	7.495497e+00	4.101331e+00	6.235300e+00	1.304514e+00	6.056025e+00	2.958369e+00	4.276516e+00	4.887987e+00	1.697433e+00	1.351245e+00	7.034926e+00	5.543465e+00	3.370924e+00	7.677679e+00	3.166779e+00	8.440317e+00	7.577316e+00	3.818092e+00	9.975670e+00	6.862498e+00	8.912730e+00	6.010978e+00	8.786562e+00	6.249023e+00	8.310609e+00	1.851942e+00	6.059206e+00	8.792451e+00
6.518789e+00	3.007155e+00	6.189060e+00	4.151222e+00	5.195857e+00	5.268597e+00	2.757186e+00	1.293799e+00	5.508950e+03	4.964994e+00	2.725099e+00	3.588335e+00	2.513302e+00	9.419660e+00	2.685413e+00	5.725498e+00	9.963761e+00	1.060229e+00	8.137802e+00	4.593374e+00	5.359241e+00	7.949855e+00	5.641978e+00	3.282701e+00	9.345553e+00	3.232630e+00	6.156072e+00	3.559850e+00	8.962645e+00	6.513411e+00	8.710528e+00	1.969910e+00	5.161939e+00	9.875729e+00	9.401605e+00	6.620084e+00	8.632294e+00	2.108918e+00	4.602628e+00	7.922582e+00	5.050576e+00	4.524945e+00	5.540434e+00	2.335954e+00	9.961123e+00	4.167114e+00	9.577387e+00	6.119295e+00	7.486488e+00	2.235126e+00	6.547168e+00	4.860126e+00	4.717220e+00	9.341120e+00	7.284863e+00	7.862249e+00	1.234642e+00	5.127072e+00	3.548787e+00	5.772395e+00	6.552126e+00	7.798354e+00	7.353903e+00	4.464395e+00	1.599393e+00	7.081340e+00	5.203155e+00	6.721884e+00	2.367188e+00	9.488277e+00	4.110358e+00	9.335589e+00	8.640293e+00	2.652229e+00	3.795795e+00	3.615864e+00	9.863762e+00	3.291219e+00	3.391233e+00	3.781893e+00	3.468047e+00	7.477679e+00	9.289414e+00	6.394494e+00	5.855890e+00	2.826837e+00	8.613554e+00	5.094007e+00	2.488333e+00	5.498870e+00	7.037153e+00	8.013066e+00	3.051123e+00	7.388159e+00	2.859551e+00	3.733979e+00	5.314240e+00	3.887150e+00	4.063594e+00	9.368286e+00
2.134575e+00	3.149965e+00	1.288678e+00	9.747691e+00	8.766722e+00	1.428507e+00	8.871758e+00	5.493634e+00	8.356807e+00	5.125110e+03	2.384094e+00	5.597403e+00	5.747890e+00	5.731095e+00	5.527833e+00	2.751873e+00	7.713034e+00	4.253264e+00	4.943751e+00	3.647717e+00	5.401510e+00	1.893312e+00	6.977651e+00	3.990019e+00	9.309557e+00	4.272520e+00	9.555102e+00	1.022724e+00	2.592478e+00	9.125641e+00	2.829560e+00	4.712352e+00	5.494098e+00	6.231419e+00	5.568992e+00	7.667014e+00	4.827961e+00	6.910816e+00	3.305714e+00	7.837131e+00	3.777358e+00	2.221316e+00	1.333551e+00	6.398097e+00	2.771704e+00	5.134521e+00	8.615868e+00	1.107976e+00	1.382399e+00	7.137292e+00	7.822137e+00	1.112757e+00	1.696509e+00	5.430499e+00	4.183758e+00	1.505628e+00	7.085310e+00	2.543002e+00	1.922551e+00	2.723968e+00	2.723907e+00	1.538421e+00	5.438302e+00	6.358153e+00	5.916205e+00	8.697217e+00	5.100396e+00	7.348975e+00	8.225359e+00	8.341881e+00	2.106986e+00	4.127893e+00	8.939182e+00	8.092323e+00	3.240337e+00	9.643674e+00	4.317727e+00	7.788457e+00	9.515349e+00	7.710446e+00	1.448149e+00	8.651199e+00	6.772135e+00	4.537941e+00	3.070036e+00	8.967776e+00	7.437426e+00	2.734771e+00	3.355234e+00	8.537530e+00	2.928433e+00	9.281358e+00	3.937190e+00	6.883683e+00	3.972248e+00	3.380155e+00	7.962808e+00	3.476189e+00	1.966954e+00	5.070512e+00
